0,0.309017,0.587785,0.809017,0.951057,1,0.951056,0.809017,0.587785,0.309017,-3.25841e-07,
0,0.302887,0.576126,0.792969,0.932191,0.980164,0.932191,0.792969,0.576126,0.302887,-3.25841e-07,
0,0.28462,0.541379,0.745144,0.87597,0.921049,0.87597,0.745144,0.541379,0.28462,-3.25841e-07,
0,0.254942,0.484928,0.667446,0.78463,0.825009,0.78463,0.667446,0.484928,0.254942,-3.25841e-07,
0,0.215038,0.409026,0.562976,0.661818,0.695876,0.661818,0.562976,0.409026,0.215037,-3.25841e-07,
0,0.166502,0.316706,0.435908,0.512441,0.538812,0.512441,0.435908,0.316706,0.166502,-3.25841e-07,
0,0.111277,0.211661,0.291326,0.342474,0.360099,0.342474,0.291326,0.211661,0.111276,-3.25841e-07,
0,0.051571,0.0980939,0.135015,0.158719,0.166887,0.158719,0.135014,0.0980936,0.0515706,-3.25841e-07,
0,-0.0102244,-0.0194479,-0.0267677,-0.0314676,-0.0330868,-0.0314676,-0.026768,-0.0194484,-0.0102246,-3.25841e-07,
0,-0.0716343,-0.136257,-0.187541,-0.220468,-0.231814,-0.220468,-0.187542,-0.136257,-0.0716346,-3.25841e-07,
0,-0.130198,-0.247652,-0.340864,-0.40071,-0.421332,-0.40071,-0.340865,-0.247653,-0.130199,-3.25841e-07,
0,-0.183569,-0.349169,-0.480591,-0.564968,-0.594043,-0.564968,-0.480591,-0.34917,-0.18357,-3.25841e-07,
0,-0.229606,-0.436737,-0.601117,-0.706655,-0.743021,-0.706656,-0.601117,-0.436737,-0.229606,-3.25841e-07,
0,-0.266462,-0.506841,-0.697606,-0.820086,-0.862289,-0.820086,-0.697606,-0.506841,-0.266462,-3.25841e-07,
0,-0.292656,-0.556665,-0.766184,-0.900703,-0.947056,-0.900702,-0.766184,-0.556665,-0.292656,-3.25841e-07,
0,-0.307135,-0.584206,-0.804091,-0.945265,-0.993911,-0.945265,-0.804091,-0.584206,-0.307135,-3.25841e-07,
0,-0.309314,-0.588351,-0.809796,-0.951973,-1.00096,-0.951973,-0.809796,-0.588351,-0.309315,-3.25841e-07,
